Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR35839636,2025-10-21 23:03:05,2025-10-21 22:59:17,8142,4073522,0,500,4,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR035/35839/SRR35839636/SRR35839636.1,SRX30888957,phl69,AMPLICON,PCR,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP636653,PRJNA1338723,,1338723,SRS26890701,SAMN52858252,simple,1773,Mycobacterium tuberculosis,phl69.fastq,,,,,,,no,,,,,UNIVERSITY OF ALASKA ANCHORAGE,SRA2256842,,public,8E5A7E56F4EAC4084BAB8A503F2C9D10,804322E325BC278238A3D37EF445812E
SRR35839635,2025-10-21 23:03:12,2025-10-21 22:59:17,15453,7883680,0,510,7,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR035/35839/SRR35839635/SRR35839635.1,SRX30888958,phl70,AMPLICON,PCR,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP636653,PRJNA1338723,,1338723,SRS26890700,SAMN52858253,simple,1773,Mycobacterium tuberculosis,phl70.fastq,,,,,,,no,,,,,UNIVERSITY OF ALASKA ANCHORAGE,SRA2256842,,public,D1D38F66A8573ACD5E27E2C582326BA7,046C1FEAE9B652DC47CBFF61951D0B96
SRR35839644,2025-10-21 23:03:05,2025-10-21 22:59:18,51587,25213338,0,488,24,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR035/35839/SRR35839644/SRR35839644.1,SRX30888949,phl61,AMPLICON,PCR,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP636653,PRJNA1338723,,1338723,SRS26890692,SAMN52858244,simple,1773,Mycobacterium tuberculosis,phl61.fastq,,,,,,,no,,,,,UNIVERSITY OF ALASKA ANCHORAGE,SRA2256842,,public,6876864C9D10E8DA32F600522245F9EF,EFC03B8FE820C80A1F1836FD7598BF4A
SRR35839643,2025-10-21 23:03:09,2025-10-21 22:58:56,46711,17813094,0,381,17,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR035/35839/SRR35839643/SRR35839643.1,SRX30888950,phl62,AMPLICON,PCR,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP636653,PRJNA1338723,,1338723,SRS26890694,SAMN52858245,simple,1773,Mycobacterium tuberculosis,phl62.fastq,,,,,,,no,,,,,UNIVERSITY OF ALASKA ANCHORAGE,SRA2256842,,public,749EC8F2BD8AE95129F8C88819A50142,1DD35DF2F1D5CD6F6689B67EB586F97B
SRR35839642,2025-10-21 23:03:09,2025-10-21 22:59:06,39794,20161928,0,506,19,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR035/35839/SRR35839642/SRR35839642.1,SRX30888951,phl63,AMPLICON,PCR,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP636653,PRJNA1338723,,1338723,SRS26890693,SAMN52858246,simple,1773,Mycobacterium tuberculosis,phl63.fastq,,,,,,,no,,,,,UNIVERSITY OF ALASKA ANCHORAGE,SRA2256842,,public,91947431422E762CF317FE3F0A2BD1D9,5D9912BF91087CE3B85FDEB09D366E5B
SRR35839641,2025-10-21 23:03:11,2025-10-21 22:59:05,38797,18564464,0,478,18,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR035/35839/SRR35839641/SRR35839641.1,SRX30888952,phl64,AMPLICON,PCR,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP636653,PRJNA1338723,,1338723,SRS26890695,SAMN52858247,simple,1773,Mycobacterium tuberculosis,phl64.fastq,,,,,,,no,,,,,UNIVERSITY OF ALASKA ANCHORAGE,SRA2256842,,public,13493D2685B3F5FF3A8DC1F5896DE957,BF73253C9F19889585A5CB15B142B37E
SRR35839640,2025-10-21 23:03:05,2025-10-21 22:59:18,40198,18987880,0,472,18,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR035/35839/SRR35839640/SRR35839640.1,SRX30888953,phl65,AMPLICON,PCR,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP636653,PRJNA1338723,,1338723,SRS26890696,SAMN52858248,simple,1773,Mycobacterium tuberculosis,phl65.fastq,,,,,,,no,,,,,UNIVERSITY OF ALASKA ANCHORAGE,SRA2256842,,public,17CEA3B2EC1D85D23246731A687BE0B5,424C26B3E39A89000DA2E95D27CCC5F7
SRR35839649,2025-10-21 23:03:11,2025-10-21 22:59:07,17530,8702426,0,496,8,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR035/35839/SRR35839649/SRR35839649.1,SRX30888944,phl57,AMPLICON,PCR,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP636653,PRJNA1338723,,1338723,SRS26890687,SAMN52858240,simple,1773,Mycobacterium tuberculosis,phl57.fastq,,,,,,,no,,,,,UNIVERSITY OF ALASKA ANCHORAGE,SRA2256842,,public,4AD417AE9F7A6759D6CD82ED1A51DB3B,4E241B118658AFBE2CF348541AB8E2E4
SRR35839648,2025-10-21 23:03:05,2025-10-21 22:59:06,30929,15855656,0,512,15,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR035/35839/SRR35839648/SRR35839648.1,SRX30888945,phl58,AMPLICON,PCR,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP636653,PRJNA1338723,,1338723,SRS26890688,SAMN52858241,simple,1773,Mycobacterium tuberculosis,phl58.fastq,,,,,,,no,,,,,UNIVERSITY OF ALASKA ANCHORAGE,SRA2256842,,public,9A9242613B0AB6A201B40092634A0C61,D82246C51C0FF31B89BCD5AED6B824A7
SRR35839647,2025-10-21 23:03:08,2025-10-21 22:59:16,20255,8841352,0,436,8,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR035/35839/SRR35839647/SRR35839647.1,SRX30888946,phl59,AMPLICON,PCR,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP636653,PRJNA1338723,,1338723,SRS26890689,SAMN52858242,simple,1773,Mycobacterium tuberculosis,phl59.fastq,,,,,,,no,,,,,UNIVERSITY OF ALASKA ANCHORAGE,SRA2256842,,public,97792273548DCDD5A789C02533A641DA,79639FC30DE6A2D12CFADC7866234744
SRR35839646,2025-10-21 23:03:11,2025-10-21 22:58:56,14983,7385257,0,492,7,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR035/35839/SRR35839646/SRR35839646.1,SRX30888947,phl60,AMPLICON,PCR,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP636653,PRJNA1338723,,1338723,SRS26890690,SAMN52858243,simple,1773,Mycobacterium tuberculosis,phl60.fastq,,,,,,,no,,,,,UNIVERSITY OF ALASKA ANCHORAGE,SRA2256842,,public,BE403139F7176316D33B7B815DB80C80,3EA0A2E4A61F34CCB7AAA9076570DF69
SRR35839645,2025-10-21 23:03:11,2025-10-21 22:59:11,18973,9287922,0,489,8,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR035/35839/SRR35839645/SRR35839645.1,SRX30888948,phl7,AMPLICON,PCR,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP636653,PRJNA1338723,,1338723,SRS26890691,SAMN52858190,simple,1773,Mycobacterium tuberculosis,phl7.fastq,,,,,,,no,,,,,UNIVERSITY OF ALASKA ANCHORAGE,SRA2256842,,public,B7944A12E8E574438FEC6EC681CA032D,F308D8E18FF9500AB6159D8997E9D109
SRR35839654,2025-10-21 23:03:11,2025-10-21 22:59:05,21218,10919130,0,514,10,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR035/35839/SRR35839654/SRR35839654.1,SRX30888939,phl52,AMPLICON,PCR,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP636653,PRJNA1338723,,1338723,SRS26890682,SAMN52858235,simple,1773,Mycobacterium tuberculosis,phl52.fastq,,,,,,,no,,,,,UNIVERSITY OF ALASKA ANCHORAGE,SRA2256842,,public,E8A1D34396E940757E7579207FA24BE4,BB2C452CDD55306C9E7A5F0F3DACA598
SRR35839653,2025-10-21 23:03:07,2025-10-21 22:59:05,18008,8892183,0,493,8,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR035/35839/SRR35839653/SRR35839653.1,SRX30888940,phl53,AMPLICON,PCR,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP636653,PRJNA1338723,,1338723,SRS26890683,SAMN52858236,simple,1773,Mycobacterium tuberculosis,phl53.fastq,,,,,,,no,,,,,UNIVERSITY OF ALASKA ANCHORAGE,SRA2256842,,public,06EF980E43E85B0E5CE95188A41F3000,519567606CBC79020DF7FABDDF911B8B
SRR35839652,2025-10-21 23:03:11,2025-10-21 22:59:16,20996,10810937,0,514,10,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR035/35839/SRR35839652/SRR35839652.1,SRX30888941,phl54,AMPLICON,PCR,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP636653,PRJNA1338723,,1338723,SRS26890684,SAMN52858237,simple,1773,Mycobacterium tuberculosis,phl54.fastq,,,,,,,no,,,,,UNIVERSITY OF ALASKA ANCHORAGE,SRA2256842,,public,C2209F45606613DCC3526C75E1A7ED46,9C1014982B6AE18369748EFF575D8D55
SRR35839651,2025-10-21 23:03:07,2025-10-21 22:59:05,31475,15657871,0,497,15,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR035/35839/SRR35839651/SRR35839651.1,SRX30888942,phl55,AMPLICON,PCR,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP636653,PRJNA1338723,,1338723,SRS26890685,SAMN52858238,simple,1773,Mycobacterium tuberculosis,phl55.fastq,,,,,,,no,,,,,UNIVERSITY OF ALASKA ANCHORAGE,SRA2256842,,public,3A8263999FC2764EB28AC568969972A0,C1B75E902FA5C90A7B1E3C8D1ADE25F1
SRR35839650,2025-10-21 23:03:01,2025-10-21 22:59:11,14205,7195357,0,506,6,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR035/35839/SRR35839650/SRR35839650.1,SRX30888943,phl56,AMPLICON,PCR,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP636653,PRJNA1338723,,1338723,SRS26890686,SAMN52858239,simple,1773,Mycobacterium tuberculosis,phl56.fastq,,,,,,,no,,,,,UNIVERSITY OF ALASKA ANCHORAGE,SRA2256842,,public,CF3E1C508E84EF7B9A05E571ABC04A6E,2A185F78806B5FB11705DAE70A2F3685
SRR35839659,2025-10-21 23:03:13,2025-10-21 22:59:30,38182,20420182,0,534,19,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR035/35839/SRR35839659/SRR35839659.1,SRX30888934,phl48,AMPLICON,PCR,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP636653,PRJNA1338723,,1338723,SRS26890677,SAMN52858231,simple,1773,Mycobacterium tuberculosis,phl48.fastq,,,,,,,no,,,,,UNIVERSITY OF ALASKA ANCHORAGE,SRA2256842,,public,4577B013F1032FADC1B70A0A6DDAE967,AD5C3EC5BDDD61DC8636375059A5145A
SRR35839658,2025-10-21 23:03:10,2025-10-21 22:59:36,96566,47862744,0,495,45,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR035/35839/SRR35839658/SRR35839658.1,SRX30888935,phl49,AMPLICON,PCR,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP636653,PRJNA1338723,,1338723,SRS26890678,SAMN52858232,simple,1773,Mycobacterium tuberculosis,phl49.fastq,,,,,,,no,,,,,UNIVERSITY OF ALASKA ANCHORAGE,SRA2256842,,public,9A5EC95D11924BB9ADE0BC6E9CDC9A34,AD91B974445C3C39CE89947C666595FB
SRR35839657,2025-10-21 23:03:04,2025-10-21 22:59:07,12598,6003093,0,476,5,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR035/35839/SRR35839657/SRR35839657.1,SRX30888936,phl50,AMPLICON,PCR,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP636653,PRJNA1338723,,1338723,SRS26890679,SAMN52858233,simple,1773,Mycobacterium tuberculosis,phl50.fastq,,,,,,,no,,,,,UNIVERSITY OF ALASKA ANCHORAGE,SRA2256842,,public,8AD0E1595225CA458CC63EF608BC826A,C7AAE3CFF52122126156F4F6699DFC50
SRR35839655,2025-10-21 23:03:11,2025-10-21 22:59:07,44818,23603510,0,526,22,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR035/35839/SRR35839655/SRR35839655.1,SRX30888938,phl51,AMPLICON,PCR,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP636653,PRJNA1338723,,1338723,SRS26890681,SAMN52858234,simple,1773,Mycobacterium tuberculosis,phl51.fastq,,,,,,,no,,,,,UNIVERSITY OF ALASKA ANCHORAGE,SRA2256842,,public,1E0AE9398BF2FB8D4407174391000735,CBB2F35ED88C5B3D800366B82CCEFC00
SRR35839656,2025-10-21 23:03:02,2025-10-21 22:59:29,24747,12498631,0,505,11,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR035/35839/SRR35839656/SRR35839656.1,SRX30888937,phl6,AMPLICON,PCR,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP636653,PRJNA1338723,,1338723,SRS26890680,SAMN52858189,simple,1773,Mycobacterium tuberculosis,phl6.fastq,,,,,,,no,,,,,UNIVERSITY OF ALASKA ANCHORAGE,SRA2256842,,public,8464F47DDFB0BDFE8E8B9AE09B4809CC,9574EFD5B25DF4849965E6494764D2D0
SRR35839664,2025-10-21 23:03:06,2025-10-21 22:59:06,33886,18704547,0,551,17,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR035/35839/SRR35839664/SRR35839664.1,SRX30888929,phl43,AMPLICON,PCR,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP636653,PRJNA1338723,,1338723,SRS26890672,SAMN52858226,simple,1773,Mycobacterium tuberculosis,phl43.fastq,,,,,,,no,,,,,UNIVERSITY OF ALASKA ANCHORAGE,SRA2256842,,public,D241B3C4F14C5A30A8291A5F755DD8D7,A18FC054318DFD62D4FDE5E4A4F0AC91
SRR35839663,2025-10-21 23:03:13,2025-10-21 22:59:32,19900,8410544,0,422,8,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR035/35839/SRR35839663/SRR35839663.1,SRX30888930,phl44,AMPLICON,PCR,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP636653,PRJNA1338723,,1338723,SRS26890673,SAMN52858227,simple,1773,Mycobacterium tuberculosis,phl44.fastq,,,,,,,no,,,,,UNIVERSITY OF ALASKA ANCHORAGE,SRA2256842,,public,A244E73F3539932FAF469A2CC76FEB7E,24BF607322B91C0FA3015E6CAA98CA9A
SRR35839662,2025-10-21 23:03:06,2025-10-21 22:59:17,59639,28954646,0,485,28,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR035/35839/SRR35839662/SRR35839662.1,SRX30888931,phl45,AMPLICON,PCR,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP636653,PRJNA1338723,,1338723,SRS26890674,SAMN52858228,simple,1773,Mycobacterium tuberculosis,phl45.fastq,,,,,,,no,,,,,UNIVERSITY OF ALASKA ANCHORAGE,SRA2256842,,public,C6AE74CF720A44D49E26E0D30B6F50BE,9965347FC6EAABB921DB7681376AD355
SRR35839661,2025-10-21 23:03:06,2025-10-21 22:59:11,42656,21467644,0,503,20,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR035/35839/SRR35839661/SRR35839661.1,SRX30888932,phl46,AMPLICON,PCR,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP636653,PRJNA1338723,,1338723,SRS26890675,SAMN52858229,simple,1773,Mycobacterium tuberculosis,phl46.fastq,,,,,,,no,,,,,UNIVERSITY OF ALASKA ANCHORAGE,SRA2256842,,public,BD0C1FF723DBAD2CD44B2C6FD07939E1,4D3A7E16D21A92A82D321CF5C6D68647
SRR35839660,2025-10-21 23:03:14,2025-10-21 22:59:32,60533,28351099,0,468,27,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR035/35839/SRR35839660/SRR35839660.1,SRX30888933,phl47,AMPLICON,PCR,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP636653,PRJNA1338723,,1338723,SRS26890676,SAMN52858230,simple,1773,Mycobacterium tuberculosis,phl47.fastq,,,,,,,no,,,,,UNIVERSITY OF ALASKA ANCHORAGE,SRA2256842,,public,B4C405D1152F58CA637F4BC00C87AA35,9C94E5D2556BF9EBA0D3ADEA51BA492E
SRR35839669,2025-10-21 23:03:29,2025-10-21 22:59:17,17301,9069194,0,524,8,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR035/35839/SRR35839669/SRR35839669.1,SRX30888924,phl39,AMPLICON,PCR,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP636653,PRJNA1338723,,1338723,SRS26890668,SAMN52858222,simple,1773,Mycobacterium tuberculosis,phl39.fastq,,,,,,,no,,,,,UNIVERSITY OF ALASKA ANCHORAGE,SRA2256842,,public,090466D87D2DA48B88BCAD73D6275D98,3881421904EF6A92551D1F9C9E635EA5
SRR35839668,2025-10-21 23:03:26,2025-10-21 22:59:28,23353,11510422,0,492,11,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR035/35839/SRR35839668/SRR35839668.1,SRX30888925,phl40,AMPLICON,PCR,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP636653,PRJNA1338723,,1338723,SRS26890667,SAMN52858223,simple,1773,Mycobacterium tuberculosis,phl40.fastq,,,,,,,no,,,,,UNIVERSITY OF ALASKA ANCHORAGE,SRA2256842,,public,4B0B6A5346A80A30605B84FE5C57C1FA,FDB8E42D7F455A857E7D08DBA8A829CB
SRR35839666,2025-10-21 23:03:33,2025-10-21 22:59:14,48573,24743757,0,509,23,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR035/35839/SRR35839666/SRR35839666.1,SRX30888927,phl41,AMPLICON,PCR,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP636653,PRJNA1338723,,1338723,SRS26890670,SAMN52858224,simple,1773,Mycobacterium tuberculosis,phl41.fastq,,,,,,,no,,,,,UNIVERSITY OF ALASKA ANCHORAGE,SRA2256842,,public,E21141EA7350DD9424674EC098A5D59C,CD7F92AA54D9243B8406A251BED0653D
SRR35839665,2025-10-21 23:03:34,2025-10-21 22:59:35,60651,30862921,0,508,29,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR035/35839/SRR35839665/SRR35839665.1,SRX30888928,phl42,AMPLICON,PCR,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP636653,PRJNA1338723,,1338723,SRS26890671,SAMN52858225,simple,1773,Mycobacterium tuberculosis,phl42.fastq,,,,,,,no,,,,,UNIVERSITY OF ALASKA ANCHORAGE,SRA2256842,,public,63B2C220ADCC2BC8AE00ED27092669AF,773B8F654A84BE12CFFC11280C1061C8
SRR35839667,2025-10-21 23:03:34,2025-10-21 22:59:06,33890,16657653,0,491,15,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR035/35839/SRR35839667/SRR35839667.1,SRX30888926,phl5,AMPLICON,PCR,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP636653,PRJNA1338723,,1338723,SRS26890669,SAMN52858188,simple,1773,Mycobacterium tuberculosis,phl5.fastq,,,,,,,no,,,,,UNIVERSITY OF ALASKA ANCHORAGE,SRA2256842,,public,E7352A5691A6083BBE4F7B42FD8857BB,771F607666972461954EDC3F2472DC5E
SRR35839674,2025-10-21 23:03:20,2025-10-21 22:59:04,18386,8575678,0,466,8,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR035/35839/SRR35839674/SRR35839674.1,SRX30888919,phl34,AMPLICON,PCR,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP636653,PRJNA1338723,,1338723,SRS26890662,SAMN52858217,simple,1773,Mycobacterium tuberculosis,phl34.fastq,,,,,,,no,,,,,UNIVERSITY OF ALASKA ANCHORAGE,SRA2256842,,public,8D48E109626337F657AA05745DA601A2,47F1B832EAC00CE25C3F59340CF47C06
SRR35839673,2025-10-21 23:03:20,2025-10-21 22:59:06,26601,12708801,0,477,12,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR035/35839/SRR35839673/SRR35839673.1,SRX30888920,phl35,AMPLICON,PCR,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP636653,PRJNA1338723,,1338723,SRS26890663,SAMN52858218,simple,1773,Mycobacterium tuberculosis,phl3
